unique_id,id,name,child_of_artifact,basis_name_id,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction
11848,20667,bottom cover,20671,96,cover,691,,,,691,b and d rice cooker,1,consumer,,,,,,,,,,,,,,,,,
11849,20668,switch,20637,76,electric switch,691,10,48299,transfer,691,b and d rice cooker,1,consumer,5,composite,34,electrical,29,20638,34,electrical,29,20674,2,7,1,channel,,,
11850,20668,switch,20637,76,electric switch,691,10,48302,transfer,691,b and d rice cooker,1,consumer,5,composite,34,electrical,29,20674,34,electrical,29,20647,2,7,1,channel,,,
11851,20668,switch,20637,76,electric switch,691,10,48303,transfer,691,b and d rice cooker,1,consumer,5,composite,34,electrical,29,20674,34,electrical,29,20656,2,7,1,channel,,,
11852,20668,switch,20637,76,electric switch,691,23,48301,actuate,691,b and d rice cooker,1,consumer,5,composite,34,electrical,29,20674,34,electrical,29,20649,2,22,1,control magnitude,,,
11853,20668,switch,20637,76,electric switch,691,23,48304,actuate,691,b and d rice cooker,1,consumer,5,composite,34,electrical,29,20674,34,electrical,29,20651,2,22,1,control magnitude,,,
11854,20668,switch,20637,76,electric switch,691,24,48300,regulate,691,b and d rice cooker,1,consumer,5,composite,34,electrical,29,20674,34,electrical,29,20674,2,22,1,control magnitude,,,
11855,20668,switch,20637,76,electric switch,691,46,48305,indicate,691,b and d rice cooker,1,consumer,5,composite,26,control,19,20636,26,control,19,20674,2,42,1,signal,,,
11856,20669,handle 1,20671,150,handle,691,8,48308,import,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20625,2,human material,1,20674,2,7,1,channel,,,
11857,20669,handle 1,20671,150,handle,691,9,48307,export,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20674,2,human material,1,20625,2,7,1,channel,,,
11858,20669,handle 1,20671,150,handle,691,13,48306,guide,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20674,2,human material,1,20674,2,7,1,channel,,,
11859,20670,handle 2,20671,150,handle,691,8,48311,import,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20625,2,human material,1,20674,2,7,1,channel,,,
11860,20670,handle 2,20671,150,handle,691,9,48310,export,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20674,2,human material,1,20625,2,7,1,channel,,,
11861,20670,handle 2,20671,150,handle,691,13,48309,guide,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20674,2,human material,1,20674,2,7,1,channel,,,
11862,20671,body,20650,50,housing,691,,,,691,b and d rice cooker,1,consumer,,,,,,,,,,,,,,,,,
11863,20672,handle 3,20633,150,handle,691,8,48312,import,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20625,2,human material,1,20674,2,7,1,channel,,,
11864,20672,handle 3,20633,150,handle,691,9,48314,export,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20674,2,human material,1,20625,2,7,1,channel,,,
11865,20672,handle 3,20633,150,handle,691,13,48313,guide,691,b and d rice cooker,1,consumer,15,plastic,2,human material,1,20674,2,human material,1,20674,2,7,1,channel,,,
11866,20673,actuation assembly,20637,1,unclassified,691,,,,691,b and d rice cooker,1,consumer,,,,,,,,,,,,,,,,,
11867,20674,internal,,1,unclassified,691,,,,691,b and d rice cooker,1,consumer,,,,,,,,,,,,,,,,,
11868,20997,right housing,21022,50,housing,697,8,49100,import,697,firestorm saber saw,1,consumer,15,plastic,30,human energy,29,21008,40,mechanical,29,21057,2,7,1,channel,,,
11869,20997,right housing,21022,50,housing,697,8,49101,import,697,firestorm saber saw,1,consumer,15,plastic,40,mechanical,29,21008,40,mechanical,29,21057,2,7,1,channel,,,
11870,20997,right housing,21022,50,housing,697,8,49102,import,697,firestorm saber saw,1,consumer,15,plastic,2,human material,1,21008,2,human material,1,21057,2,7,1,channel,,,
11871,20997,right housing,21022,50,housing,697,9,49098,export,697,firestorm saber saw,1,consumer,15,plastic,40,mechanical,29,21057,40,mechanical,29,21008,2,7,1,channel,,,
