unique_id,id,name,child_of_artifact,basis_name_id,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction
4841,14447,bolt 1,14435,160,nut-bolt,373,13,35842,guide,373,skil circular saw,1,consumer,11,metal,5,solid,1,14452,5,solid,1,14461,2,7,1,channel,,,
4842,14447,bolt 1,14435,160,nut-bolt,373,52,35840,secure,373,skil circular saw,1,consumer,11,metal,5,solid,1,14414,5,solid,1,14461,2,50,1,support,,,
4843,14447,bolt 1,14435,160,nut-bolt,373,52,35841,secure,373,skil circular saw,1,consumer,11,metal,5,solid,1,14432,5,solid,1,14461,2,50,1,support,,,
4844,14447,bolt 1,14435,160,nut-bolt,373,52,35843,secure,373,skil circular saw,1,consumer,11,metal,5,solid,1,14420,5,solid,1,14461,2,50,1,support,,,
4845,14448,bolt 2,14435,160,nut-bolt,373,18,35844,couple,373,skil circular saw,1,consumer,11,metal,5,solid,1,14450,5,solid,1,14458,2,17,1,connect,,,
4846,14448,bolt 2,14435,160,nut-bolt,373,18,35845,couple,373,skil circular saw,1,consumer,11,metal,5,solid,1,14458,5,solid,1,14415,2,17,1,connect,,,
4847,14449,guard bumper,14435,20,stopper,373,13,35847,guide,373,skil circular saw,1,consumer,16,rubber,5,solid,1,14437,5,solid,1,14461,2,7,1,channel,,,
4848,14449,guard bumper,14435,20,stopper,373,52,35846,secure,373,skil circular saw,1,consumer,16,rubber,5,solid,1,14421,5,solid,1,14461,2,50,1,support,,,
4849,14449,guard bumper,14435,20,stopper,373,53,35848,position,373,skil circular saw,1,consumer,16,rubber,5,solid,1,14414,5,solid,1,14461,2,50,1,support,,,
4850,14450,bevel adjustment knob,14435,127,knob,373,8,35850,import,373,skil circular saw,1,consumer,15,plastic,30,human energy,29,14426,30,human energy,29,14461,2,7,1,channel,,,
4851,14450,bevel adjustment knob,14435,127,knob,373,52,35849,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14448,5,solid,1,14461,2,50,1,support,,,
4852,14450,bevel adjustment knob,14435,127,knob,373,53,35851,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14415,5,solid,1,14461,2,50,1,support,,,
4853,14451,switch assembly,14435,175,assembly,373,,,,373,skil circular saw,1,consumer,,,,,,,,,,,,,,,,,
4854,14452,depth plate,14435,148,bracket,373,52,35852,secure,373,skil circular saw,1,consumer,11,metal,5,solid,1,14415,5,solid,1,14461,2,50,1,support,,,
4855,14452,depth plate,14435,148,bracket,373,52,35854,secure,373,skil circular saw,1,consumer,11,metal,5,solid,1,14447,5,solid,1,14461,2,50,1,support,,,
4856,14452,depth plate,14435,148,bracket,373,53,35853,position,373,skil circular saw,1,consumer,11,metal,5,solid,1,14414,5,solid,1,14461,2,50,1,support,,,
4857,14452,depth plate,14435,148,bracket,373,53,35855,position,373,skil circular saw,1,consumer,11,metal,5,solid,1,14420,5,solid,1,14461,2,50,1,support,,,
4858,14453,back handle left piece,14435,150,handle,373,8,35865,import,373,skil circular saw,1,consumer,15,plastic,30,human energy,29,14426,30,human energy,29,14461,2,7,1,channel,,,
4859,14453,back handle left piece,14435,150,handle,373,52,35856,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14455,5,solid,1,14461,2,50,1,support,,,
4860,14453,back handle left piece,14435,150,handle,373,52,35863,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14425,5,solid,1,14461,2,50,1,support,,,
4861,14453,back handle left piece,14435,150,handle,373,53,35857,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14412,5,solid,1,14461,2,50,1,support,,,
4862,14453,back handle left piece,14435,150,handle,373,53,35858,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14424,5,solid,1,14461,2,50,1,support,,,
4863,14453,back handle left piece,14435,150,handle,373,53,35859,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14457,5,solid,1,14461,2,50,1,support,,,
4864,14453,back handle left piece,14435,150,handle,373,53,35860,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14441,5,solid,1,14461,2,50,1,support,,,
4865,14453,back handle left piece,14435,150,handle,373,53,35861,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14444,5,solid,1,14461,2,50,1,support,,,
4866,14453,back handle left piece,14435,150,handle,373,53,35862,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14445,5,solid,1,14461,2,50,1,support,,,
4867,14453,back handle left piece,14435,150,handle,373,53,35864,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14419,5,solid,1,14461,2,50,1,support,,,
4868,14454,line guide bracket,14435,148,bracket,373,13,35867,guide,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14436,5,solid,1,14461,2,7,1,channel,,,
4869,14454,line guide bracket,14435,148,bracket,373,52,35866,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14415,5,solid,1,14461,2,50,1,support,,,
4870,14454,line guide bracket,14435,148,bracket,373,52,35868,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14417,5,solid,1,14461,2,50,1,support,,,
4871,14455,back handle right piece,14435,150,handle,373,8,35878,import,373,skil circular saw,1,consumer,15,plastic,30,human energy,29,14426,30,human energy,29,14461,2,7,1,channel,,,
4872,14455,back handle right piece,14435,150,handle,373,52,35869,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14453,5,solid,1,14461,2,50,1,support,,,
4873,14455,back handle right piece,14435,150,handle,373,52,35876,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14425,5,solid,1,14461,2,50,1,support,,,
4874,14455,back handle right piece,14435,150,handle,373,53,35870,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14412,5,solid,1,14461,2,50,1,support,,,
4875,14455,back handle right piece,14435,150,handle,373,53,35871,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14424,5,solid,1,14461,2,50,1,support,,,
4876,14455,back handle right piece,14435,150,handle,373,53,35872,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14457,5,solid,1,14461,2,50,1,support,,,
4877,14455,back handle right piece,14435,150,handle,373,53,35873,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14441,5,solid,1,14461,2,50,1,support,,,
4878,14455,back handle right piece,14435,150,handle,373,53,35874,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14444,5,solid,1,14461,2,50,1,support,,,
4879,14455,back handle right piece,14435,150,handle,373,53,35875,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14445,5,solid,1,14461,2,50,1,support,,,
4880,14455,back handle right piece,14435,150,handle,373,53,35877,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14419,5,solid,1,14461,2,50,1,support,,,
4881,14456,lift lever,14435,89,lever,373,8,35881,import,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14426,5,solid,1,14461,2,7,1,channel,,,
4882,14456,lift lever,14435,89,lever,373,52,35879,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14418,5,solid,1,14461,2,50,1,support,,,
4883,14456,lift lever,14435,89,lever,373,53,35880,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14437,5,solid,1,14461,2,50,1,support,,,
4884,14457,switch,14451,175,assembly,373,8,35883,import,373,skil circular saw,1,consumer,15,plastic,30,human energy,29,14426,30,human energy,29,14461,2,7,1,channel,,,
4885,14457,switch,14451,175,assembly,373,23,35882,actuate,373,skil circular saw,1,consumer,15,plastic,34,electrical,29,14426,34,electrical,29,14461,2,22,1,control magnitude,,,
4886,14457,switch,14451,175,assembly,373,53,35884,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14453,5,solid,1,14461,2,50,1,support,,,
4887,14457,switch,14451,175,assembly,373,53,35885,position,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14455,5,solid,1,14461,2,50,1,support,,,
4888,14459,battery,14435,175,assembly,373,41,35891,supply,373,skil circular saw,1,consumer,15,plastic,34,electrical,29,14461,34,electrical,29,14431,2,37,1,provision,,,
4889,14459,battery,14435,175,assembly,373,52,35889,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14441,5,solid,1,14461,2,50,1,support,,,
4890,14459,battery,14435,175,assembly,373,52,35890,secure,373,skil circular saw,1,consumer,15,plastic,5,solid,1,14431,5,solid,1,14461,2,50,1,support,,,
4891,14460,blade stud,14438,160,nut-bolt,373,8,35894,import,373,skil circular saw,1,consumer,11,metal,30,human energy,29,14426,30,human energy,29,14461,2,7,1,channel,,,
4892,14460,blade stud,14438,160,nut-bolt,373,13,35892,guide,373,skil circular saw,1,consumer,11,metal,5,solid,1,14430,5,solid,1,14461,2,7,1,channel,,,
4893,14460,blade stud,14438,160,nut-bolt,373,52,35895,secure,373,skil circular saw,1,consumer,11,metal,5,solid,1,14461,5,solid,1,14426,2,50,1,support,,,
4894,14460,blade stud,14438,160,nut-bolt,373,53,35893,position,373,skil circular saw,1,consumer,11,metal,5,solid,1,14416,5,solid,1,14461,2,50,1,support,,,
4895,14461,internal,,177,internal,373,,,,373,skil circular saw,1,consumer,,,,,,,,,,,,,,,,,
4896,14462,gear plate,14495,149,washer,374,13,35896,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14516,5,solid,1,14522,2,7,1,channel,,,
4897,14462,gear plate,14495,149,washer,374,13,35898,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14494,5,solid,1,14522,2,7,1,channel,,,
4898,14462,gear plate,14495,149,washer,374,13,35899,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14470,5,solid,1,14522,2,7,1,channel,,,
4899,14462,gear plate,14495,149,washer,374,13,35900,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14514,5,solid,1,14522,2,7,1,channel,,,
4900,14462,gear plate,14495,149,washer,374,13,35901,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14472,5,solid,1,14522,2,7,1,channel,,,
4901,14462,gear plate,14495,149,washer,374,53,35897,position,374,skil drill,1,consumer,11,metal,5,solid,1,14518,5,solid,1,14522,2,50,1,support,,,
4902,14463,chuck,14513,61,rotational coupler,374,8,35904,import,374,skil drill,1,consumer,15,plastic,5,solid,1,14476,5,solid,1,14522,2,7,1,channel,,,
4903,14463,chuck,14513,61,rotational coupler,374,9,35905,export,374,skil drill,1,consumer,15,plastic,5,solid,1,14522,5,solid,1,14476,2,7,1,channel,,,
4904,14463,chuck,14513,61,rotational coupler,374,52,35902,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14484,5,solid,1,14522,2,50,1,support,,,
4905,14463,chuck,14513,61,rotational coupler,374,52,35903,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14475,5,solid,1,14522,2,50,1,support,,,
4906,14464,clutch key,14495,159,key,374,53,35906,position,374,skil drill,1,consumer,11,metal,5,solid,1,14502,5,solid,1,14522,2,50,1,support,,,
4907,14464,clutch key,14495,159,key,374,53,35907,position,374,skil drill,1,consumer,11,metal,5,solid,1,14466,5,solid,1,14522,2,50,1,support,,,
4908,14465,right housing,14513,50,housing,374,8,35912,import,374,skil drill,1,consumer,16,rubber,30,human energy,29,14476,30,human energy,29,14522,2,7,1,channel,,,
4909,14465,right housing,14513,50,housing,374,52,35913,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
4910,14465,right housing,14513,50,housing,374,52,35914,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14506,5,solid,1,14522,2,50,1,support,,,
4911,14465,right housing,14513,50,housing,374,52,35915,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14509,5,solid,1,14522,2,50,1,support,,,
4912,14465,right housing,14513,50,housing,374,52,35916,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14469,5,solid,1,14522,2,50,1,support,,,
4913,14465,right housing,14513,50,housing,374,52,35917,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14473,5,solid,1,14473,2,50,1,support,,,
4914,14465,right housing,14513,50,housing,374,52,35918,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14474,5,solid,1,14522,2,50,1,support,,,
4915,14465,right housing,14513,50,housing,374,52,35919,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14500,5,solid,1,14522,2,50,1,support,,,
4916,14465,right housing,14513,50,housing,374,52,35920,secure,374,skil drill,1,consumer,16,rubber,5,solid,1,14520,5,solid,1,14522,2,50,1,support,,,
4917,14465,right housing,14513,50,housing,374,53,35908,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14521,5,solid,1,14522,2,50,1,support,,,
4918,14465,right housing,14513,50,housing,374,53,35909,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14519,5,solid,1,14522,2,50,1,support,,,
4919,14465,right housing,14513,50,housing,374,53,35910,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14481,5,solid,1,14522,2,50,1,support,,,
4920,14465,right housing,14513,50,housing,374,53,35911,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14517,5,solid,1,14522,2,50,1,support,,,
4921,14465,right housing,14513,50,housing,374,53,35921,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14485,5,solid,1,14522,2,50,1,support,,,
4922,14465,right housing,14513,50,housing,374,53,35922,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14482,5,solid,1,14522,2,50,1,support,,,
4923,14465,right housing,14513,50,housing,374,53,35923,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14479,5,solid,1,14522,2,50,1,support,,,
4924,14465,right housing,14513,50,housing,374,53,35924,position,374,skil drill,1,consumer,16,rubber,5,solid,1,14489,5,solid,1,14522,2,50,1,support,,,
4925,14466,clutch housing,14495,50,housing,374,52,35926,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14477,5,solid,1,14522,2,50,1,support,,,
4926,14466,clutch housing,14495,50,housing,374,53,35925,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14496,5,solid,1,14522,2,50,1,support,,,
4927,14466,clutch housing,14495,50,housing,374,53,35927,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14515,5,solid,1,14522,2,50,1,support,,,
4928,14466,clutch housing,14495,50,housing,374,53,35928,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14464,5,solid,1,14522,2,50,1,support,,,
4929,14466,clutch housing,14495,50,housing,374,53,35929,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14502,5,solid,1,14522,2,50,1,support,,,
4930,14467,screw 1,14513,163,screw,374,18,35930,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14506,5,solid,1,14503,2,17,1,connect,,,
4931,14468,planetary gear 1,14495,165,gear,374,10,35933,transfer,374,skil drill,1,consumer,11,metal,40,mechanical,29,14497,40,mechanical,29,14512,2,7,1,channel,,,
4932,14468,planetary gear 1,14495,165,gear,374,13,35931,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14518,5,solid,1,14522,2,7,1,channel,,,
4933,14468,planetary gear 1,14495,165,gear,374,13,35932,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14512,5,solid,1,14522,2,7,1,channel,,,
4934,14468,planetary gear 1,14495,165,gear,374,24,35934,regulate,374,skil drill,1,consumer,11,metal,40,mechanical,29,14497,40,mechanical,29,14512,2,22,1,control magnitude,,,
4935,14469,screw 2,14513,163,screw,374,18,35935,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14506,5,solid,1,14465,2,17,1,connect,,,
4936,14470,planetary gear 2,14495,165,gear,374,10,35941,transfer,374,skil drill,1,consumer,11,metal,40,mechanical,29,14512,40,mechanical,29,14514,2,7,1,channel,,,
4937,14470,planetary gear 2,14495,165,gear,374,13,35936,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14493,5,solid,1,14522,2,7,1,channel,,,
4938,14470,planetary gear 2,14495,165,gear,374,13,35937,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14512,5,solid,1,14522,2,7,1,channel,,,
4939,14470,planetary gear 2,14495,165,gear,374,13,35938,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14462,5,solid,1,14522,2,7,1,channel,,,
4940,14470,planetary gear 2,14495,165,gear,374,13,35939,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14514,5,solid,1,14522,2,7,1,channel,,,
4941,14470,planetary gear 2,14495,165,gear,374,24,35940,regulate,374,skil drill,1,consumer,11,metal,40,mechanical,29,14512,40,mechanical,29,14514,2,22,1,control magnitude,,,
4942,14471,screw 3,14513,163,screw,374,18,35942,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14509,5,solid,1,14503,2,17,1,connect,,,
4943,14472,planetary gear 3,14495,165,gear,374,10,35946,transfer,374,skil drill,1,consumer,11,metal,40,mechanical,29,14514,40,mechanical,29,14516,2,7,1,channel,,,
4944,14472,planetary gear 3,14495,165,gear,374,13,35943,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14462,5,solid,1,14522,2,7,1,channel,,,
4945,14472,planetary gear 3,14495,165,gear,374,13,35944,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14514,5,solid,1,14522,2,7,1,channel,,,
4946,14472,planetary gear 3,14495,165,gear,374,13,35945,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14516,5,solid,1,14522,2,7,1,channel,,,
4947,14472,planetary gear 3,14495,165,gear,374,13,35948,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14494,5,solid,1,14522,2,7,1,channel,,,
4948,14472,planetary gear 3,14495,165,gear,374,24,35947,regulate,374,skil drill,1,consumer,11,metal,40,mechanical,29,14514,40,mechanical,29,14516,2,22,1,control magnitude,,,
4949,14473,screw 4,14513,163,screw,374,18,35949,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14509,5,solid,1,14465,2,17,1,connect,,,
4950,14474,screw 5,14513,163,screw,374,18,35950,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14503,5,solid,1,14465,2,17,1,connect,,,
4951,14475,screw 6,14513,163,screw,374,18,35951,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14463,5,solid,1,14484,2,17,1,connect,,,
4952,14476,external,,178,external,374,,,,374,skil drill,1,consumer,,,,,,,,,,,,,,,,,
4953,14477,screw 7,14495,163,screw,374,18,35952,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14496,5,solid,1,14466,2,17,1,connect,,,
4954,14478,screw 8,14495,163,screw,374,18,35953,couple,374,skil drill,1,consumer,11,metal,5,solid,1,14518,5,solid,1,14484,2,17,1,connect,,,
4955,14480,torque selector midpiece,14495,1,unclassified,374,13,35958,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14491,5,solid,1,14522,2,7,1,channel,,,
4956,14480,torque selector midpiece,14495,1,unclassified,374,13,35959,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,7,1,channel,,,
4957,14480,torque selector midpiece,14495,1,unclassified,374,13,35960,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,7,1,channel,,,
4958,14480,torque selector midpiece,14495,1,unclassified,374,13,35961,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14492,5,solid,1,14522,2,7,1,channel,,,
4959,14481,toggle,14504,76,electric switch,374,8,35965,import,374,skil drill,1,consumer,15,plastic,30,human energy,29,14476,30,human energy,29,14522,2,7,1,channel,,,
4960,14481,toggle,14504,76,electric switch,374,13,35962,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14519,5,solid,1,14522,2,7,1,channel,,,
4961,14481,toggle,14504,76,electric switch,374,13,35963,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,7,1,channel,,,
4962,14481,toggle,14504,76,electric switch,374,13,35964,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,7,1,channel,,,
4963,14482,direction plate,14513,143,visual indicator,374,9,35968,export,374,skil drill,1,consumer,15,plastic,36,optical,35,14521,36,optical,35,14476,2,7,1,channel,,,
4964,14482,direction plate,14513,143,visual indicator,374,53,35966,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
4965,14482,direction plate,14513,143,visual indicator,374,53,35967,position,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
4966,14483,black wire 1,14504,154,electric wire,374,10,35969,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14479,34,electrical,29,14519,2,7,1,channel,,,
4967,14484,driveshaft assembly,14495,175,assembly,374,10,35977,transfer,374,skil drill,1,consumer,15,plastic,40,mechanical,29,14516,40,mechanical,29,14463,2,7,1,channel,,,
4968,14484,driveshaft assembly,14495,175,assembly,374,13,35970,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14501,5,solid,1,14522,2,7,1,channel,,,
4969,14484,driveshaft assembly,14495,175,assembly,374,13,35971,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14505,5,solid,1,14522,2,7,1,channel,,,
4970,14484,driveshaft assembly,14495,175,assembly,374,13,35976,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14516,5,solid,1,14522,2,7,1,channel,,,
4971,14484,driveshaft assembly,14495,175,assembly,374,52,35972,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14475,5,solid,1,14522,2,50,1,support,,,
4972,14484,driveshaft assembly,14495,175,assembly,374,52,35973,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14478,5,solid,1,14522,2,50,1,support,,,
4973,14484,driveshaft assembly,14495,175,assembly,374,52,35974,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14463,5,solid,1,14522,2,50,1,support,,,
4974,14484,driveshaft assembly,14495,175,assembly,374,52,35975,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14518,5,solid,1,14522,2,50,1,support,,,
4975,14485,bit storage compartment,14513,129,container,374,52,35978,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
4976,14485,bit storage compartment,14513,129,container,374,52,35979,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
4977,14485,bit storage compartment,14513,129,container,374,52,35980,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14509,5,solid,1,14522,2,50,1,support,,,
4978,14485,bit storage compartment,14513,129,container,374,52,35981,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14498,5,solid,1,14522,2,50,1,support,,,
4979,14486,black wire 2,14504,154,electric wire,374,10,35982,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14489,2,7,1,channel,,,
4980,14487,black wire 3,14504,154,electric wire,374,10,35983,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14521,2,7,1,channel,,,
4981,14488,black wire 4,14504,154,electric wire,374,10,35984,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14497,2,7,1,channel,,,
4982,14489,heat sink,14504,30,output thermal energy,374,9,35987,export,374,skil drill,1,consumer,11,metal,45,thermal,29,14522,45,thermal,29,14476,2,7,1,channel,,,
4983,14489,heat sink,14504,30,output thermal energy,374,53,35985,position,374,skil drill,1,consumer,11,metal,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
4984,14489,heat sink,14504,30,output thermal energy,374,53,35986,position,374,skil drill,1,consumer,11,metal,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
4985,14490,gear key,14495,159,key,374,13,35988,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14516,5,solid,1,14522,2,7,1,channel,,,
4986,14490,gear key,14495,159,key,374,13,35989,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14505,5,solid,1,14522,2,7,1,channel,,,
4987,14490,gear key,14495,159,key,374,13,35990,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14494,5,solid,1,14522,2,7,1,channel,,,
4988,14491,torque selector,14495,89,lever,374,13,35991,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14480,5,solid,1,14522,2,7,1,channel,,,
4989,14491,torque selector,14495,89,lever,374,13,35992,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14518,5,solid,1,14522,2,7,1,channel,,,
4990,14491,torque selector,14495,89,lever,374,13,35993,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14493,5,solid,1,14522,2,7,1,channel,,,
4991,14491,torque selector,14495,89,lever,374,27,35994,change,374,skil drill,1,consumer,11,metal,40,mechanical,29,14480,40,mechanical,29,14493,2,22,1,control magnitude,,,
4992,14492,torque selector faceplate,14495,1,unclassified,374,8,35998,import,374,skil drill,1,consumer,15,plastic,30,human energy,29,14476,30,human energy,29,14522,2,7,1,channel,,,
4993,14492,torque selector faceplate,14495,1,unclassified,374,13,35995,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14503,5,solid,1,14522,2,7,1,channel,,,
4994,14492,torque selector faceplate,14495,1,unclassified,374,13,35996,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14465,5,solid,1,14522,2,7,1,channel,,,
4995,14492,torque selector faceplate,14495,1,unclassified,374,13,35997,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14480,5,solid,1,14522,2,7,1,channel,,,
4996,14493,ring gear 1,14495,165,gear,374,13,35999,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14518,5,solid,1,14522,2,7,1,channel,,,
4997,14493,ring gear 1,14495,165,gear,374,13,36000,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14491,5,solid,1,14522,2,7,1,channel,,,
4998,14493,ring gear 1,14495,165,gear,374,13,36001,guide,374,skil drill,1,consumer,15,plastic,5,solid,1,14470,5,solid,1,14522,2,7,1,channel,,,
4999,14494,ring gear 2,14495,165,gear,374,13,36002,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14472,5,solid,1,14522,2,7,1,channel,,,
5000,14494,ring gear 2,14495,165,gear,374,13,36004,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14462,5,solid,1,14522,2,7,1,channel,,,
5001,14494,ring gear 2,14495,165,gear,374,53,36003,position,374,skil drill,1,consumer,11,metal,5,solid,1,14490,5,solid,1,14522,2,50,1,support,,,
5002,14495,power train,14513,1,unclassified,374,,,,374,skil drill,1,consumer,,,,,,,,,,,,,,,,,
5003,14496,securing plate,14495,149,washer,374,52,36005,secure,374,skil drill,1,consumer,11,metal,5,solid,1,14466,5,solid,1,14522,2,50,1,support,,,
5004,14496,securing plate,14495,149,washer,374,53,36006,position,374,skil drill,1,consumer,11,metal,5,solid,1,14502,5,solid,1,14522,2,50,1,support,,,
5005,14497,motor,14495,28,output mechanical energy,374,13,36010,guide,374,skil drill,1,consumer,11,metal,5,solid,1,14518,5,solid,1,14522,2,7,1,channel,,,
5006,14497,motor,14495,28,output mechanical energy,374,35,36007,convert,374,skil drill,1,consumer,11,metal,34,electrical,29,14522,40,mechanical,29,14522,1,,,,,,
5007,14497,motor,14495,28,output mechanical energy,374,53,36008,position,374,skil drill,1,consumer,11,metal,5,solid,1,14503,5,solid,1,14522,2,50,1,support,,,
5008,14497,motor,14495,28,output mechanical energy,374,53,36009,position,374,skil drill,1,consumer,11,metal,5,solid,1,14465,5,solid,1,14522,2,50,1,support,,,
5009,14498,quick reference gauge,14513,143,visual indicator,374,52,36011,secure,374,skil drill,1,consumer,15,plastic,5,solid,1,14485,5,solid,1,14522,2,50,1,support,,,
5010,14499,white wire,14504,154,electric wire,374,10,36012,transfer,374,skil drill,1,consumer,15,plastic,34,electrical,29,14519,34,electrical,29,14489,2,7,1,channel,,,
